,question,sql,source
456,Find the name of bank branch that provided the greatest total amount of loans to customers with credit score is less than 100.,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100 GROUP BY T2.bname ORDER BY sum(T1.amount) DESC LIMIT 1,cosql
457,"What is the ""active to date"" of the latest contact channel used by ""Tillman Ernser""?","SELECT max(t2.active_to_date) FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name  =  ""Tillman Ernser""",cosql
458,Find the average number of followers for the users who had some tweets.,SELECT avg(followers) FROM user_profiles WHERE UID IN (SELECT UID FROM tweets),cosql
459,What are the names of schools with the top 3 largest size?,SELECT cName FROM college ORDER BY enr DESC LIMIT 3,cosql
460,What is detail of the student who most recently registered course?,SELECT T2.student_details FROM student_course_registrations AS T1 JOIN students AS T2 ON T1.student_id = T2.student_id ORDER BY T1.registration_date DESC LIMIT 1,cosql
461,Find the name of the train whose route runs through greatest number of stations.,SELECT t1.name FROM train AS t1 JOIN route AS t2 ON t1.id  =  t2.train_id GROUP BY t2.train_id ORDER BY count(*) DESC LIMIT 1,cosql
462,"Give me the times and numbers of all trains that go to Chennai, ordered by time.","SELECT TIME ,  train_number FROM train WHERE destination  =  'Chennai' ORDER BY TIME",cosql
463,Show id and location of railways that are associated with more than one train.,"SELECT T2.Railway_ID ,  T1.Location FROM railway AS T1 JOIN train AS T2 ON T1.Railway_ID  =  T2.Railway_ID GROUP BY T2.Railway_ID HAVING COUNT(*)  >  1",cosql
464,"Find the name and nationality of the swimmer who has won (i.e., has a result of ""win"") more than 1 time.","SELECT t1.name ,  t1.nationality FROM swimmer AS t1 JOIN record AS t2 ON t1.id  =  t2.swimmer_id WHERE RESULT  =  'Win' GROUP BY t2.swimmer_id HAVING count(*)  >  1",cosql
465,Find the first name of students living in city PHL whose age is between 20 and 25.,SELECT fname FROM student WHERE city_code  =  'PHL' AND age BETWEEN 20 AND 25,cosql
466,Show the headquarters that have at least two companies.,SELECT Headquarters FROM company GROUP BY Headquarters HAVING COUNT(*)  >=  2,cosql
467,"What is the booking status code of the apartment with apartment number ""Suite 634""?","SELECT T1.booking_status_code FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.apt_number  =  ""Suite 634""",cosql
468,which gender got the highest average uncertain ratio.,SELECT t1.sex FROM people AS t1 JOIN candidate AS t2 ON t1.people_id  =  t2.people_id GROUP BY t1.sex ORDER BY avg(t2.unsure_rate) DESC LIMIT 1,cosql
469,Find the first name of the professor who is teaching two courses with code CIS-220 and QM-261.,SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  'CIS-220' INTERSECT SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  'QM-261',cosql
470,Find the average height and weight for all males (sex is M).,"SELECT avg(height) ,  avg(weight) FROM people WHERE sex  =  'M'",cosql
471,Which building does the instructor who teaches the most number of courses live in?,SELECT T2.Building FROM COURSE AS T1 JOIN FACULTY AS T2 ON T1.Instructor  =  T2.FacID GROUP BY T1.Instructor ORDER BY count(*) DESC LIMIT 1,cosql
472,What is the payment method of the customer that has purchased the least quantity of items?,SELECT t1.payment_method FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id GROUP BY t1.customer_name ORDER BY sum(t3.order_quantity) LIMIT 1,cosql
473,How many products were not included in any order?,SELECT count(*) FROM products WHERE product_id NOT IN ( SELECT product_id FROM Order_items ),cosql
474,"What is the status code, mobile phone number and email address of customer with last name as Kohler or first name as Marina?","SELECT customer_status_code ,  cell_mobile_phone_number ,  email_address FROM Customers WHERE first_name = ""Marina"" OR last_name  =  ""Kohler""",cosql
475,"What are the drivers' first, last names and id who had more than 8 pit stops or participated in more than 5 race results?","SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5",cosql
476,Which state has the most customers?,SELECT state FROM customers GROUP BY state ORDER BY count(*) LIMIT 1,cosql
477,"What are the average, maximum, and minimum number of floors for all buildings?","SELECT avg(floors) ,  max(floors) ,  min(floors) FROM building",cosql
478,What is the most common birth place of people?,SELECT Birth_Place FROM people GROUP BY Birth_Place ORDER BY COUNT(*) DESC LIMIT 1,cosql
479,Show the types of ships that have both ships with tonnage larger than 6000 and ships with tonnage smaller than 4000.,SELECT TYPE FROM ship WHERE Tonnage  >  6000 INTERSECT SELECT TYPE FROM ship WHERE Tonnage  <  4000,cosql
480,Show the names of countries that have more than one roller coaster.,SELECT T1.Name FROM country AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID  =  T2.Country_ID GROUP BY T1.Name HAVING COUNT(*)  >  1,cosql
481,What is the name and open year for the branch with most number of memberships registered in 2016?,"SELECT T2.name ,  T2.open_year FROM membership_register_branch AS T1 JOIN branch AS T2 ON T1.branch_id  =  T2.branch_id WHERE T1.register_year  =  2016 GROUP BY T2.branch_id ORDER BY count(*) DESC LIMIT 1",cosql
482,What are the title and maximum price of each film?,"SELECT T2.title ,  max(T1.price) FROM schedule AS T1 JOIN film AS T2 ON T1.film_id  =  T2.film_id GROUP BY T1.film_id",cosql
483,Which room has cheapest base price? List the room's name and the base price.,"SELECT roomName ,  basePrice FROM Rooms ORDER BY basePrice ASC LIMIT 1;",cosql
484,"Please show the results of music festivals and the number of music festivals that have had each, ordered by this count.","SELECT RESULT ,  COUNT(*) FROM music_festival GROUP BY RESULT ORDER BY COUNT(*) DESC",cosql
485,Find the name of the user who gives the most reviews.,SELECT T1.name FROM useracct AS T1 JOIN review AS T2 ON T1.u_id  =  T2.u_id GROUP BY T2.u_id ORDER BY count(*) DESC LIMIT 1,cosql
486,"How many players born in USA are right-handed batters? That is, have the batter value 'R'.",SELECT count(*) FROM player WHERE birth_country = 'USA' AND bats  =  'R';,cosql
487,How many female students have milk or egg allergies?,"SELECT count(*) FROM has_allergy AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T2.sex  =  ""F"" AND T1.allergy  =  ""Milk"" OR T1.allergy  =  ""Eggs""",cosql
488,What is the name of member in charge of greatest number of events?,SELECT T1.member_name FROM member AS T1 JOIN party_events AS T2 ON T1.member_id  =  T2.member_in_charge_id GROUP BY T2.member_in_charge_id ORDER BY count(*) DESC LIMIT 1,cosql
489,What are the maximum and minimum number of cities in all markets.,"SELECT max(Number_cities) ,  min(Number_cities) FROM market",cosql
490,Which country and state does staff with first name as Janessa and last name as Sawayn lived?,"SELECT T1.country ,  T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";",cosql
491,Find all students taught by MARROTTE KIRK. Output first and last names of students.,"SELECT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""MARROTTE"" AND T2.lastname  =  ""KIRK""",cosql
492,"How many products have the characteristic named ""hot""?","SELECT count(*) FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id WHERE t3.characteristic_name  =  ""hot""",cosql
493,What is the name of the customer who has the most policies listed?,SELECT t1.customer_name FROM customers AS t1 JOIN customers_policies AS t2 ON t1.customer_id  =  t2.customer_id GROUP BY t1.customer_name ORDER BY count(*) DESC LIMIT 1,cosql
494,"Find the number of members of club ""Pen and Paper Gaming"".","SELECT count(*) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Pen and Paper Gaming""",cosql
495,What parties have at least three representatives?,SELECT Party FROM representative GROUP BY Party HAVING COUNT(*)  >=  3,cosql
496,Return the ids of all products that were ordered more than three times or supplied more than 80000.,SELECT product_id FROM Order_Items GROUP BY product_id HAVING count(*)  >  3 UNION SELECT product_id FROM Product_Suppliers GROUP BY product_id HAVING sum(total_amount_purchased)  >  80000,cosql
497,Which college have both players with position midfielder and players with position defender?,"SELECT College FROM match_season WHERE POSITION  =  ""Midfielder"" INTERSECT SELECT College FROM match_season WHERE POSITION  =  ""Defender""",cosql
498,What is the first name and the last name of the customer who made the earliest rental?,"SELECT T1.first_name ,  T1.last_name FROM customer AS T1 JOIN rental AS T2 ON T1.customer_id  =  T2.customer_id ORDER BY T2.rental_date ASC LIMIT 1",cosql
499,"Give me the times and numbers of all trains that go to Chennai, ordered by time.","SELECT TIME ,  train_number FROM train WHERE destination  =  'Chennai' ORDER BY TIME",cosql
500,Show total hours per week and number of games played for students under 20.,"SELECT sum(hoursperweek) ,  sum(gamesplayed) FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T2.age  <  20",cosql
501,Find the first names of the faculty members who are playing Canoeing or Kayaking.,SELECT DISTINCT T1.lname FROM Faculty AS T1 JOIN Faculty_participates_in AS T2 ON T1.facID  =  T2.facID JOIN activity AS T3 ON T2.actid  =  T2.actid WHERE T3.activity_name  =  'Canoeing' OR T3.activity_name  =  'Kayaking',cosql
502,Find the appelations that produce wines after the year of 2008 but not in Central Coast area.,"SELECT Appelation FROM WINE WHERE YEAR  >  2008 EXCEPT SELECT Appelation FROM APPELLATIONS WHERE Area  =  ""Central Coast""",cosql
503,What is the employee id of the head whose department has the least number of employees?,SELECT head FROM department GROUP BY departmentID ORDER BY count(departmentID) LIMIT 1;,cosql
504,Find the max and min grade point for all letter grade.,"SELECT max(gradepoint) ,  min(gradepoint) FROM GRADECONVERSION",cosql
505,What are the life spans of representatives from New York state or Indiana state?,"SELECT Lifespan FROM representative WHERE State  =  ""New York"" OR State  =  ""Indiana""",cosql
506,List the title of films that do not have any market estimation.,SELECT Title FROM film WHERE Film_ID NOT IN (SELECT Film_ID FROM film_market_estimation),cosql
507,Return the apartment number with the largest number of bedrooms.,SELECT apt_number FROM Apartments ORDER BY bedroom_count DESC LIMIT 1,cosql
508,display all the information of those employees who did not have any job in the past.,SELECT * FROM employees WHERE employee_id NOT IN (SELECT employee_id FROM job_history),cosql
509,Find the number of scientists involved for the projects that require more than 300 hours.,"SELECT count(*) ,  T1.name FROM projects AS T1 JOIN assignedto AS T2 ON T1.code  =  T2.project WHERE T1.hours  >  300 GROUP BY T1.name",cosql
510,Show all city with a branch opened in 2001 and a branch with more than 100 membership.,SELECT city FROM branch WHERE open_year  =  2001 AND membership_amount  >  100,cosql
511,What is the description of the color for most products?,SELECT t2.color_description FROM products AS t1 JOIN ref_colors AS t2 ON t1.color_code  =  t2.color_code GROUP BY t2.color_description ORDER BY count(*) DESC LIMIT 1,cosql
512,List players' first name and last name who received salary from team Washington Nationals in both 2005 and 2007.,"SELECT T2.name_first ,  T2.name_last FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id JOIN team AS T3 ON T3.team_id_br = T1.team_id WHERE T1.year = 2005 AND T3.name = 'Washington Nationals' INTERSECT SELECT T2.name_first , T2.name_last FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id JOIN team AS T3 ON T3.team_id_br = T1.team_id WHERE T1.year = 2007 AND T3.name = 'Washington Nationals'",cosql
513,Find the name and age of all males in order of their age.,SELECT name FROM Person WHERE gender  =  'male' ORDER BY age,cosql
514,"Show the apartment type codes and apartment numbers in the buildings managed by ""Kyle"".","SELECT T2.apt_type_code ,  T2.apt_number FROM Apartment_Buildings AS T1 JOIN Apartments AS T2 ON T1.building_id  =  T2.building_id WHERE T1.building_manager  =  ""Kyle""",cosql
515,Find the first and last name of all the students of age 18 who have vice president votes.,"SELECT DISTINCT T1.Fname ,  T1.LName FROM STUDENT AS T1 JOIN VOTING_RECORD AS T2 ON T1.StuID  =  T2.VICE_President_VOTE WHERE T1.age  =  18",cosql
516,Find the product type whose average price is higher than the average price of all products.,SELECT product_type_code FROM products GROUP BY product_type_code HAVING avg(product_price)  >  (SELECT avg(product_price) FROM products),cosql
517,What is the name and country for the artist with most number of exhibitions?,"SELECT T2.name , T2.country FROM exhibition AS T1 JOIN artist AS T2 ON T1.artist_id  =  T2.artist_id GROUP BY T1.artist_id ORDER BY count(*) DESC LIMIT 1",cosql
518,List all of the player ids with a height of at least 180cm and an overall rating higher than 85.,SELECT player_api_id FROM Player WHERE height  >=  180 INTERSECT SELECT player_api_id FROM Player_Attributes WHERE overall_rating  >  85,cosql
519,"List the maximum, minimum and average number of used kb in screen mode.","SELECT max(used_kb) , min(used_kb) , avg(used_kb) FROM screen_mode;",cosql
