,Unnamed: 0,Unnamed: 0.1,question,sql,source
2044,2044,2044,provide the number of patients who were admitted before year 2175 and whose diagnosis short title is chronic liver disease nec.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2175"" AND DIAGNOSES.""SHORT_TITLE"" = ""Chronic liver dis NEC""",medical
2045,2045,2045,"how many patients were diagnosed with atherosclerosis of native arteries of the extremities, unspecified and admitted before the year 2178?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2178"" AND DIAGNOSES.""SHORT_TITLE"" = ""Athscl extrm ntv art NOS""",medical
2046,2046,2046,look for the number of patients admitted before 2170 who have been diagnosed with delirium due to conditions classified elsewhere.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2170"" AND DIAGNOSES.""SHORT_TITLE"" = ""Delirium d/t other cond""",medical
2047,2047,2047,tell me the number of patients diagnosed with unspecified constipation who were admitted before 2121.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2121"" AND DIAGNOSES.""SHORT_TITLE"" = ""Constipation NOS""",medical
2048,2048,2048,count the number of patients who were admitted to the hospital before year 2157 and whose diagnosis short title is intermediate coronary syndrome,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2157"" AND DIAGNOSES.""SHORT_TITLE"" = ""Intermed coronary synd""",medical
2049,2049,2049,how many hypoxemia patients were admitted in the year less than 2144?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2144"" AND DIAGNOSES.""SHORT_TITLE"" = ""Hypoxemia""",medical
2050,2050,2050,give me the number of patients admitted before 2187 who had infusion of vasopressor agent.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2187"" AND PROCEDURES.""LONG_TITLE"" = ""Infusion of vasopressor agent""",medical
2051,2051,2051,provide the number of patients admitted before 2200 who had angiiocardiography of right heart structures.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2200"" AND PROCEDURES.""LONG_TITLE"" = ""Angiocardiography of right heart structures""",medical
2052,2052,2052,how many patients with candidal esophagitis as their diagnosis short title have the drug route iv?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Candidal esophagitis"" AND PRESCRIPTIONS.""ROUTE"" = ""IV""",medical
2053,2053,2053,how many of the patients with portal hypertension had iv drip administered?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Portal hypertension"" AND PRESCRIPTIONS.""ROUTE"" = ""IV DRIP""",medical
2054,2054,2054,how many patients are diagnosed with ac post hemorrhag anemia and administered via ng drug route?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Ac posthemorrhag anemia"" AND PRESCRIPTIONS.""ROUTE"" = ""NG""",medical
2055,2055,2055,what is the number of patients taking drug via tp route who have other and unspecified noninfectious gastroenteritis and colitis?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Noninf gastroenterit NEC"" AND PRESCRIPTIONS.""ROUTE"" = ""TP""",medical
2056,2056,2056,provide the number of patients whose diagnosis short title is peritonitis (acute) gen and drug route is ih.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Peritonitis (acute) gen"" AND PRESCRIPTIONS.""ROUTE"" = ""IH""",medical
2057,2057,2057,how many patients with hypertension as the diagnosis short title had the drug route po/ng?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Hypertension NOS"" AND PRESCRIPTIONS.""ROUTE"" = ""PO/NG""",medical
2058,2058,2058,how many patients are diagnosed with toxic encephalopathy and have im route of drug administration?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Toxic encephalopathy"" AND PRESCRIPTIONS.""ROUTE"" = ""IM""",medical
2059,2059,2059,give the number of patients whose diagnosis short title is cor ath unsp vsl ntv/gft and drug route is sl.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Cor ath unsp vsl ntv/gft"" AND PRESCRIPTIONS.""ROUTE"" = ""SL""",medical
2060,2060,2060,how many patients with other b-complex deficiencies have lab test with abnormal results?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""B-complex defic NEC"" AND LAB.""FLAG"" = ""abnormal""",medical
2061,2061,2061,how many patients were diagnosed with a congenital heart anomaly nos and an abnormal lab test?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Cong heart anomaly NOS"" AND LAB.""FLAG"" = ""abnormal""",medical
2062,2062,2062,how many patients diagnosed with diverticulitis of colon without mention of hemorrhage also had abnormal lab test result?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Dvrtcli colon w/o hmrhg"" AND LAB.""FLAG"" = ""abnormal""",medical
2063,2063,2063,count the number of patients whose diagnosis short title is dmii renl nt st uncntrld and lab test abnormal status is abnormal.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""DMII renl nt st uncntrld"" AND LAB.""FLAG"" = ""abnormal""",medical
2064,2064,2064,give the number of patients who are diagnosed with hypospadias and their lab test is abnormal.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Hypospadias"" AND LAB.""FLAG"" = ""abnormal""",medical
2065,2065,2065,give the number of patients whose diagnosis short title is ac/chr syst/dia hrt fail and lab test status is abnormal.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Ac/chr syst/dia hrt fail"" AND LAB.""FLAG"" = ""abnormal""",medical
2066,2066,2066,count the number of patients whose diagnosis short title is 31-32 completed weeks gestation and urine as the lab test fluid,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""31-32 comp wks gestation"" AND LAB.""FLUID"" = ""Urine""",medical
2067,2067,2067,count the number of patients diagnosed with anemia in chronic kidney disease who had urine lab test.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Anemia in chr kidney dis"" AND LAB.""FLUID"" = ""Urine""",medical
2068,2068,2068,how many patients diagnosed with unspecified contact dermatitis and other eczema had urine lab test?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Dermatitis NOS"" AND LAB.""FLUID"" = ""Urine""",medical
2069,2069,2069,how many patients with blood lab test have diagnosis of personal history of colonic polyps? ,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Prsnl hst colonic polyps"" AND LAB.""FLUID"" = ""Blood""",medical
2070,2070,2070,count the number of patients with joint fluid lab test who have been diagnosed with acute posthemorrhagic anemia.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Ac posthemorrhag anemia"" AND LAB.""FLUID"" = ""Joint Fluid""",medical
2071,2071,2071,give the number of patients whose diagnosis short title is asthma nos w (ac) exac and lab test fluid is urine.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Asthma NOS w (ac) exac"" AND LAB.""FLUID"" = ""Urine""",medical
2072,2072,2072,how many patients with sepsis diagnosis had csf lab test?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Sepsis"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""",medical
2073,2073,2073,provide the number of patients categorized under hematology lab test who were diagnosed with hip pressure ulcer.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Pressure ulcer, hip"" AND LAB.""CATEGORY"" = ""Hematology""",medical
2074,2074,2074,provide the number of patients whose diagnosis short title is chr tot occlus cor artery and lab test category is blood gas.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Chr tot occlus cor artry"" AND LAB.""CATEGORY"" = ""Blood Gas""",medical
2075,2075,2075,how many patients are diagnosed with peritonitis nos and tested under category blood gas in lab?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Peritonitis NOS"" AND LAB.""CATEGORY"" = ""Blood Gas""",medical
2076,2076,2076,what is the number of patients whose diagnosis is preterm nec 1250 - 1499 g and lab test belongs to hematology category?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Preterm NEC 1250-1499g"" AND LAB.""CATEGORY"" = ""Hematology""",medical
2077,2077,2077,how many patients have been diagnosed with seroma complicating a procedure and are categorized under hematology lab test?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Seroma complicting proc"" AND LAB.""CATEGORY"" = ""Hematology""",medical
2078,2078,2078,how many patients are diagnosed with polyneuropathy in diabetes and treated with base drug?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Polyneuropathy in diabetes"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""BASE""",medical
2079,2079,2079,count the number of patients whose diagnosis long title is pure hyperglyceridemia and drug type is base.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Pure hyperglyceridemia"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""BASE""",medical
2080,2080,2080,give me the the number of patients whose diagnoses long title is acute venous embolism and thrombosis of deep vessels of proximal lower extremity and drug type is base.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Acute venous embolism and thrombosis of deep vessels of proximal lower extremity"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""BASE""",medical
2081,2081,2081,what is the number of patients taking main type drug prescription with a diagnoses of drug induced neutropenia?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Drug induced neutropenia"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""",medical
2082,2082,2082,provide the number of patients whose diagnosis long title is unspecified obesity and the drug route is pr.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Obesity, unspecified"" AND PRESCRIPTIONS.""ROUTE"" = ""PR""",medical
2083,2083,2083,"among patients with other shock without mention of trauma, how many of them received sc therapy?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Other shock without mention of trauma"" AND PRESCRIPTIONS.""ROUTE"" = ""SC""",medical
2084,2084,2084,"what is the number of patients who have been diagnosed with anemia, unspecified and their drug route is po?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Anemia, unspecified"" AND PRESCRIPTIONS.""ROUTE"" = ""PO""",medical
2085,2085,2085,give the number of patients diagnosed with primary pulmonary hypertension whose drug route is ng.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Primary pulmonary hypertension"" AND PRESCRIPTIONS.""ROUTE"" = ""NG""",medical
2086,2086,2086,"what is the number of patients diagnosed with cardiac complications, not elsewhere classified had dwell route of drg administration?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Cardiac complications, not elsewhere classified"" AND PRESCRIPTIONS.""ROUTE"" = ""DWELL""",medical
2087,2087,2087,how many patients with delta abnormal lab test status have been diagnosed with pure hypercholesterolemia?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Pure hypercholesterolemia"" AND LAB.""FLAG"" = ""delta""",medical
2088,2088,2088,provide the number of patients with delta lab test status who have been diagnosed with pneumonitis due to inhalation of food or vomitus.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Pneumonitis due to inhalation of food or vomitus"" AND LAB.""FLAG"" = ""delta""",medical
2089,2089,2089,what is the total number of patients diagnosed with candidal esophagitis who had abnormal lab test results,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Candidal esophagitis"" AND LAB.""FLAG"" = ""abnormal""",medical
2090,2090,2090,count the number of patients diagnosed with defibrination syndrome and their lab test status is abnormal.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Defibrination syndrome"" AND LAB.""FLAG"" = ""abnormal""",medical
2091,2091,2091,look for the number of patients with abnormal lab tests diagnosed with secondary neuroendocrine tumor of bone.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Secondary neuroendocrine tumor of bone"" AND LAB.""FLAG"" = ""abnormal""",medical
2092,2092,2092,give the number of patients whose diagnosis long title is observation for suspected infectious condition and lab test abnormal status is abnormal.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Observation for suspected infectious condition"" AND LAB.""FLAG"" = ""abnormal""",medical
2093,2093,2093,provide the number of patients with abnormal lab test status who have diagnoses of other chronic pain.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Other chronic pain"" AND LAB.""FLAG"" = ""abnormal""",medical
2094,2094,2094,find the number of patients diagnosed for sebaceous cyst whose lab test category is chemistry.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Sebaceous cyst"" AND LAB.""CATEGORY"" = ""Chemistry""",medical
2095,2095,2095,what number of patients with hematology as lab test category had diagnoses titled closed fracture of subtrochanteric section of neck of femur?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Closed fracture of subtrochanteric section of neck of femur"" AND LAB.""CATEGORY"" = ""Hematology""",medical
2096,2096,2096,find the number of patients categorized under blood gas lab test who were diagnosed with injury to femoral nerve.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""LONG_TITLE"" = ""Injury to femoral nerve"" AND LAB.""CATEGORY"" = ""Blood Gas""",medical
